" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
A3L1OIVE57IMT2	0.245		3E13VNJ1NO75FGKFC1EJQ94ESWF1IB	39KV3A5D18J5YW5KGRK4715UP437SH	11	0	135	267	82	53
A3L2UB07EZJAMD	0.180		34PGFRQONPNUBSKOR7O4V0981PVJWO	3RKHNXPHGW898O48OQ4DQ7S4GLOKUG	10	0	103	206	54	46
A3MS21UJPMHLK0	0.115		3QHK8ZVMINU8IFADZ14LO19FVC3LBV	366FYU4PTG1SJS7MYQP8MP61UXUKEZ	19	0	762	1197	51	399
A3N7R7P9HP2YB6	0.717		3KGTPGBS6YXHDSXBPM3BEV2UEYXU2C	3UZUVSO3P77N9G7PJ22O12Y5J2PME6	1	0	53	53	53	0
A3NX1SYN0N1H5M	0.160		308Q0PEVB9PN4LNAGETC5FMXQ9I9I9	3J94SKDEKI1K938JV8AIEI5YXVYD5E	3	0	246	330	148	92
A3NYJXXESCY4BJ	0.440		3FTF2T8WLSU55G7F5VXR66V55JZ9WX	3JY0Q5X05JIL1K7UEUUHO0ZK0WSGG9	1	0	225	225	225	0
A3OLRWACCCCUTU	0.423		3QAPZX2QN5P1X6LVRFPRPOENY9W02I	307L9TDWJY4QH0CS6J0SVQJ8X3A3NX	2	0	140	181	99	58
A3PDHDQZZKCTT5	0.178	There should be an option for when the reason is unclear or when the sentence is incomplete.	3P4RDNWND6ICAX0J2QKPU900MEZJIJ	35A1YQPVFES1HEO5NMBT5FLBP065I8	33	0	293	1181	67	287
A3PHDTEAZEP8MB	0.201		3YHH42UU5CR7YS731L7W4KDW484L07	3O2Y2UIUCQ6KP67IT19E47R16Y9FKC	5	0	144	182	123	24
A3PPRVK6XK6GP5	0.323		36H9ULYP636S06YT1IE4RCN86M4FJL	3L55D8AUFA986ZCP6EK459L970QYCF	3	0	283	338	176	92
A3Q7ROYOQUF13A	0.001		3OS46CRSLGB5885CHEPJ0ULP8A56VR	3EPG8DX9LK2TY0B90H1DECMNBE15PK	1	0	105	105	105	0
A3QC57KUVJP5EW	0.001	n/a	3GDTJDAPVVN9MZURW1LQXCY3NCL8M0	32TZXEA1OLW8LPO71A7D8OYB821148	1	0	78	78	78	0
A3QTHYJ5PVEU8K	0.802		3QRYMNZ7FZTY217FB0BL1NJQ6FKNT8	3ZZAYRN1I63DY2AYMD6WSSNBHCRTOI	1	0	76	76	76	0
A3SOJWB6AZWZV9	0.001	this was very interesting ,thank you for posting it	3DBQWDE4Y7AWHZWPA4TNY7DCQCX5NY	3R5OYNIC2CLVJ2MZ1DJBHSS1RHNTPZ	1	0	153	153	153	0
A3TKD7EJ6BM0M5	0.001		3WJ1OXY92BS8KYL2ZYVLOL33TVXA8J	3CVBMEMMXBSG8NR45X853NYSGTMH76	1	0	152	152	152	0
A3TQ04VI76IEMC	0.021		3KMS4QQVK32NBQ4BJ3EGSRNLLB5FKL	3ZXNP4Z39RXIUJAUWIN3VFRZXAV7L3	16	0	270	678	67	186
A3U21PUMQ6NGT2	0.166		3H0W84IWBLEHSGHAEC37BLOZ417ERG	3909MD9T2ZTH36F8XFYB6CEWM1DFES	44	0	93	330	39	74
A3U2JWLJ4IAPZ	0.213		3MB8LZR5BG59BIE75EHEN4S5I6DLKG	3L84EBDQ37EV5SZWUC0BKKJ6EUQKKJ	9	0	188	274	124	47
A3U761PEG7MFKT	0.202	seems very subjective	32Z9ZLUT1MWQFDGWCLU92TG7LVTOHD	33CLA8O0MIN6CAKDJLIB5JDF1Q3FR5	4	0	544	1005	207	393
A3URMVMNIEN5LX	0.448		3TDXMTX3CC60M2LCI7Q0L5VV08DI6A	3HXK2V1N4KRVMQZNFF9SMW5JQDNG2Q	2	0	452	466	438	20
A3VURMEKHPIATF	0.000		3O7L7BFSHF14ZHEROP9YXTN8H5MIEE	3BS6ERDL93JGS78X0RKN6OJYTQ9D6U	60	0	36	263	8	43
A47P5PR27PW3B	0.001		3C2NJ6JBKBT4I2D2SLRP00A061ON2V	3D1UCPY6GGL5ETPO0HB9DTTD88A388	1	0	750	750	750	0
A52MP3YZ21LDI	0.000		3DBQWDE4Y7AWHZWPA4TNY7DCQBDN5U	324N5FAHSXN9L3T8TGEIMTUNUSXKV5	5	0	66	86	53	15
A5BEH1IONAYMB	0.291		3IUZPWIU1PJPMCQ69SOGWF9LGDLKWC	3PN6H8C9R42HF9K0Q41ZMTLKP9ZADH	30	0	71	117	48	20
A6B85D96VN4W4	0.362		3K5TEWLKGWNL1S0DJFY8XXBUH0ZVI7	3X4Q1O9UBHYQ04DR9A3VNWVTSF07OK	6	0	134	310	69	91
A8GWYS9O8FUEK	0.160		308Q0PEVB9PN4LNAGETC5FMXQ9NI9N	3KL228NDMVYQ363D4LFWMSRD7D9KGG	14	0	147	817	17	217
A8QJ1G6724G51	0.152		3QUO65DNQV0VKZMGCK18L85XF2FOUW	3SCKNODZ0XS8IJDF8V3I87VO25V7N5	14	0	439	1194	67	395
A8RDXT4ZILHQT	0.757		3I33IC7ZWGEXYJJDJHMKEUQ07U02A1	35O6H0UNLSSXCP8B54WTHG0B2FV5JK	6	0	83	247	38	81
AA7ASGQEOMKEZ	0.345		3HUTX6F6VVZM0NDET0R2FPA5WCDO2X	3AJA9FLWSCATJBHUTYO2RRCOEUKFI1	6	0	112	392	29	139
AAWJ5PU6UJW4K	0.371		34MAJL3QP5Z7HCZFEGQYK19SLZ7347	3OKP4QVBP29KRTURSU27SEOH21FAGR	1	0	175	175	175	0
AAXX5LDVJ32F8	0.406		30JNVC0ORAWT0PTCRYMDRYB70WDQHP	3MJ28H2Y1EKBD0Z8LHOYPCHX1955O3	24	0	197	644	49	189
AB98SGS280TY5	0.000		3HL8HNGX46D3UULKF6NR2I95AGCF98	3LOJFQ4BOXRNRMTM2VEOG7OGULTKD6	5	0	136	427	12	185
ABMPX2Y2IRBMG	0.001		3RRCEFRB7NOCK73ST9542K749RKB46	3JAOYN9IHLEJDWJIO0GDMCL2SMI33G	2	0	63	77	49	20
ABMX8XUNPR3LP	0.000		3RJSC4XJ116TW34I9YRPNVHZII4503	35NNO802AV8573UBRM7FZWLXGL6INB	5	0	63	75	51	12
ABS83QIWSMZ9	0.126		358010RM5F5IRNP8I1Y907Y95E4VXA	3RHLQY6EDTG2DK4JH3R89QZKXZ3D49	50	0	44	91	25	12
ABX5OQLR6UNBC	0.150		3GGAI1SQEWABY2K4DD1VZYUMD3AMCO	3B0MCRZMBR6XRATSKWARCIR42E2PPQ	36	0	181	556	55	142
ACIZKR30ALBE5	0.332		3R6BYFZZP8OTVQ3IIMT5ILVNHKGFX6	33IXYHIZB5UX2C3W9KJ4MTK7DX8E27	3	0	169	228	137	51
ACSS93E03ZUGX	0.001		3AWETUDC9342AC5NKCNBI3OQ5BRIZG	3T6SSHJUZFMDT2JKU6UNUOPGUMCIIV	2	0	123	162	83	56
ACTGZBZMAZ1NF	0.246		3YMU66OBIOK2N0ZYO2H1XK75U90GHG	382GHPVPHS34VS2MOELWWHD86ME341	16	0	107	476	38	109
AD8UJKT5HYGNJ	0.232	I like your hits because you can actually use your brain when doing them, unlike a lot of hits here on mturk :)	3S96KQ6I9NGPGPG2M6XI5I7WSA1TDD	3SCKNODZ0XS8IJDF8V3I87VO25V7N5	4	0	223	264	198	29
ADK2TN9GGY5CI	0.365		3DQQ64TANHXQX3NMMKTOSWVKAO3WP3	3HYV4299H088OR5LP1S5WKXAZX08E4	2	0	60	69	50	13
ADVZAZ12Z8N9J	0.000		3Y9N9SS8LZNKH8I87RRRN53YYC1D3V	3HRWUH63QUETVFZWK2OLANHSBZ0N56	17	0	156	417	66	84
AE36DLYKMFMWJ	0.288		323Q6SJS8JSW9033DIBJFZ7TTUYFHE	3VCK0Q0PO5QU08DVNWI9TSL1URPN0L	9	0	102	178	69	35
AFFP9Y5FJCIAO	0.242		3HUTX6F6VVZM0NDET0R2FPA5WBRO29	3VDVA3ILIDROX5HRWB9EHDVEY79G19	1	0	250	250	250	0
AG7CEW99BKOPE	0.011		3E47SOBEYR8P2JUDSY3375N5WUPCIX	33NOQL7T9OB6ZMWHLO6IHUYSN398ZA	1	0	206	206	206	0
AGGPJHO9YKRJL	0.351	Farm subsides question not answered by given response.	3WETL7AQWUKPDV3FSL98PTF6LUW354	3J94SKDEKI1K938JV8AIEI5YXVYD5E	9	0	97	173	58	40
AGQY8RAR5YG6L	0.001		3VZLGYJEYMMZ07UIJYNCLDB5TOUZXW	3ZUE82NE0AD0U55HKCCBE2IABYF8FM	1	0	411	411	411	0
AJAPJJTISC36L	0.209		3CPLWGV3MPBFIMY1DU64ANIEC7Y9N9	3LOJFQ4BOXRNRMTM2VEOG7OGULTKD6	35	0	84	245	33	45
AJD3JOWNVDZD1	0.195		3DR23U6WE6QU8VU2I182B0PHSNGTEM	3909MD9T2ZTH36F8XFYB6CEWM1DFES	4	0	259	303	180	55
AJNQ2PBD07FKE	0.161		3FDJT1UU75KV9TBMDR176FW8WG95K8	3BS6ERDL93JGS78X0RKN6OJYTQ9D6U	20	0	88	369	32	78
AJWES6SFIP3AT	0.252		35USIKEBNSSS03W3FN3SQDRCM79N6X	3WRBLBQ2GRKOQGW90S5E38C4TF3G06	12	0	167	543	63	143
AL8KOIH1DJ7D9	0.430	The third option is just some other MTurk worker stating their own religious beliefs about homosexuality, rather than answering the question	3I3WADAZ9RGEZKW1BJT0DWDHGM45OF	3ZLW647WAL7USENZK02832GAM8I325	123	0	248	1110	32	330
AMYURTQIMAC8T	0.292		3T111IHZ5F20XKQT61NLJ7NOD529RE	3ZLW647WAL7USENZK02832GAM8I325	79	0	131	681	39	135
AN9MVFWRCF2OP	0.037		30OG32W0SVNWDIPIL5MQ21JP35YENA	386T3MLZLN79X1QRHUTQBVV65WQ80I	12	0	417	721	136	217
ANV4TUKMWLA8E	0.596		39GAF6DQWSCA1M4FB8D25YU80ZQV1J	3J6BHNX0U94WDYKZRPSRCC0A8PVKNO	3	0	153	215	122	53
AOAZMLP27GD81	0.002		3H7Z272LX8JAM9BNI6MMJLE4CHXLPX	36AZSFEYZ4C8S0PEN31PNQBX7YOVBW	1	0	71	71	71	0
AOTF48KUV9KWM	0.197	I've noticed at this point that many times the reason does restate the topic but with more information. In these cases I'm not sure if I should choose option four or not?	3C5W7UE9CG2Z10VZ49XIDBFWELWXMZ	382GHPVPHS34VS2MOELWWHD86ME341	56	0	50	323	15	48
AOUZBLGN7NVT0	0.046		3V5Q80FXIY3XEYKSA27ARMCU1LD23C	3UEDKCTP9V27ADSCBIB2GFEK8AQ7K0	88	0	63	307	29	48
AP2HL1DHHBIC6	0.055		3IRIK4HM3BW99ZZCQXUEA2X0N2I6CJ	3INZSNUD8023AQAVYYNZQYA0JRHD95	10	0	449	1126	176	324
AQ53YJDPDDLZ	0.274		323Q6SJS8JSW9033DIBJFZ7TTUZHFH	3RHLQY6EDTG2DK4JH3R89QZKXZ3D49	18	0	60	141	26	29
ARG392N6HWZCJ	0.001	Thanks	32Z9ZLUT1MWQFDGWCLU92TG7LU8OHQ	3MYASTQBG7N92PRHF0YLCT0PTRLQD4	1	0	16	16	16	0
ARN2SKPX80YV1	0.292		3RXPCZQMQQNRJPEKMDEG5XRYDK41G2	3909MD9T2ZTH36F8XFYB6CEWM1DFES	55	0	56	123	17	18
AROEBUDI2L9G9	0.002		36ZN444YTSAQB8RGI3CU25HML88IO0	3EGKVCRQFW4PWUKJSEO9UPFRPFQYB8	1	0	84	84	84	0
AS5P5QIEGUD5X	0.303		3AQF3RZ559UGCBJMHZKFI8I3KF2F6V	3NFWQRSHVEQFNKBZ3AOZ6FZ8ZHSFG9	9	0	70	171	40	42
AT8D3IKM7DT6A	0.000		3SPJ033422FY0XFO686SGXUOCWQYJV	3RHLQY6EDTG2DK4JH3R89QZKXZ3D49	23	0	59	117	36	21
ATF14A57OFC2T	0.769		3E13VNJ1NO75FGKFC1EJQ94ESXV1IT	371Q3BEXDHLOI6BQZMCNYLYTZXGSZU	1	0	89	89	89	0
ATST9OW8JK9PN	0.669		3JV9LGBJWUQCFHLLSFCRHT466VGOGE	3AFT28WXLFENPOUNS17SELL26VBOIW	1	0	344	344	344	0
AUHRS2GFPRADF	0.372		3JRJSWSMQIXP9EW83M2BTNLJYNM3EW	3WRBLBQ2GRKOQGW90S5E38C4TF3G06	2	0	656	1081	231	601
AWQN61OAKXL48	0.299		3OJSZ2ATDT87EE42UXCY2ARMQXQ57L	3QTFNPMJC6UR2TJLRQV1ZRONCY8NZD	8	0	81	109	31	29
AY5O199V9M9O7	0.001		33LK57MYLUHR4Q8JPOHPM5UDE92SZR	3UQ1LLR26AK0DL8S3LZN56TPYI1ALX	2	0	67	75	59	11
AYFOAD75CRBKE	0.382	Last one had a blank option.	3FE2ERCCZYKISUEKVY2EB2IY7M0POG	3TKXBROM5TM9OD3QCOFN6P4G711IJ7	153	0	460	1192	53	288
AYJGJAIY0EXW	0.097	should have a choice for neither where the reason is not for or against or may be vague	3BF51CHDTWM5CWODA0SYCSKPNR50HP	3T6SSHJUZFMDT2JKU6UNUOPGUMCIIV	81	0	80	396	44	54
AZ0ZV2JLJS2UD	0.086		3SNLUL3WO5ZNEEJJZSLGTR13KXKULV	3J94SKDEKI1K938JV8AIEI5YXVYD5E	12	0	78	134	53	21
