" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
A31D3YFCLROKO8	0.577	Some blurbs may not explicitly answer the question at hand but their position seems clear to me so I have chosen their standpoint if I feel it is infered in their tone.;I'm picking based on tone of the paragraph even if it does not explicitly answer the quesiton.  I hope that is what you are looking for.	34FNN24DCNLQTY03H62YFNBJT735YB	3QI9WAYOGQNMUWRFXHFC1N5YT1CS6B	7	0	263	602	142	159
A31PXQXDH1JWQI	0.679	Thank You!;Thank You!;Thank You!	3GGAI1SQEWABY2K4DD1VZYUMBCKCM4	3KLL7H3EGDDIJDS0NVBL91EV1JMHV6	4	0	304	438	215	95
A32Y92DYT05KFO	0.616		3GU1KF0O4JDY90PBRTXS5IIZYWLPBW	33KGGVH24UTZJRCHLL9I5ZV905YX1Q	1	0	329	329	329	0
A33LYSCQQU1YDJ	0.287		36ZN444YTSAQB8RGI3CU25HMJGDOIP	3PR3LXCWSFBH8WFCPYOBK5DSYHMX9Z	1	0	326	326	326	0
A33RO732EXH4FS	0.640		3GFK2QRXXATM4T5325KAUQQ3I025WD	34YWR3PJ28MZC2RZP25IRUCZVDT0XR	2	0	124	133	114	13
A33UYI13KZ5U1	0.670	One comment was in Spanish, which I don't read.	31N2WW6R9S2HFSW4YXMHB56J8YTF30	3HEADTGN2P4V8763J0NFN5G1OSKRVD	49	0	202	417	113	56
A34MRQ1OP87XC6	0.240		3NQL1CS15SK7RSFINXKBJL5I5TYVYW	3R868ACW4SOLS12Z4MI697FQAUFZGP	19	0	502	862	72	208
A35IEUJLYNMETD	0.661		384PI804XTDU252TLU4XG6RRUBGS0C	31N9JPQXIPU5B8JRL4PUZKKIFGKHNP	27	0	313	504	248	63
A35M2SKP5AJGFI	0.540		3JPSL1DZ5TBTN58650K46ITYGY0ANP	32FESTC2NH2RPQSKWDNF2OFWAK8CU3	2	0	621	738	503	166
A36CO9KPDJOPM7	0.760		3YWRV122CTBSZ7Z053CCOMFXY6W8UE	3TX9T2ZCB9DHPNSZJRMOVA1E4I5ZWO	1	0	494	494	494	0
A37548YQIODI6T	0.381		384PI804XTDU252TLU4XG6RRUC00S6	34XASH8KLQYR67WFSGIZVEX9WHKPM2	2	0	243	262	224	27
A38DSMNT1XLUSS	0.730		3PJ71Z61R5EC4FRC8786DG5B7GF915	3VLL1PIENQ09KEJXS5VEEGOS1G6ZOC	9	0	265	370	153	56
A38WLD27B8U5J6	0.720		3EICBYG6458LXUEJAGO3J6257HBCJK	375VSR8FVWLCHRBDKXCI8BTXC3QRZD	3	0	174	181	167	7
A39J5RLVDTM6SM	0.797		3A0EX8ZRN90SIEHCIGTBI9BB201YBA	3FVBZG9CLJQ2QCRKKYNWO8O57NA0HY	1	0	156	156	156	0
A3AGO0QZFW1KRW	0.004		39ZSFO5CA98HJOVJW793DCOBEHLUJF	3VLL1PIENQ09KEJXS5VEEGOS1G6ZOC	1	0	218	218	218	0
A3BBU8K5II5V6G	0.422		3SNVL38CI54G8EK1S1OFKL2IM7JKC1	38G0E1M85MHNOZYKNUIKSG3LVROUVK	1	0	469	469	469	0
A3C0HRWU0O97IC	0.432		3HYA4D452SVSUA0LUX8CSV1R3OF2F7	34ZTTGSNJX0QE5WJ1WHB3EFNKR7HQC	3	0	406	616	117	259
A3C5KFPIBYOQVX	0.613	I had the same 5 comments in a previous HIT;I had exactly the same 5 comments in a previous HIT that I completed	308Q0PEVB9PN4LNAGETC5FMXOHFI9T	3XDJY5RK5SXOUMF53YHXJQ38I7RU48	50	0	200	633	81	133
A3CX9UQ91LNQJJ	0.607		32ZKVD547GZR2BKOTV0LSFFYTZRB32	3I7KR83SNAPBOWG5QF9MUB5Q287K9X	11	0	253	529	106	162
A3EEWSPD9OA2U0	0.510	A couple of them were not entirely clear cut, but I read them carefully and answered rather literally. I'm not complaining, I just hope you're not thinking there is an absolutely right answer.	3K2755HG5TFFXKY1RMSTOESVZARDF3	3H6W48L9F41NBJQTWIOM4CZ0UJYWP0	4	0	290	487	142	144
A3EN3OAT42P22Q	0.494		3F0BG9B9MQZ5G2EM5ZHVD7PFJAIY7W	3TX9T2ZCB9DHPNSZJRMOVA1E4I5WZL	1	0	608	608	608	0
A3EWFGWN7AG3NJ	0.606		3MTMREQS4WUJAZHKX1BR216P9CHAWX	3BVS8WK9Q0736U5EOW2681L3Y4LIBU	1	0	322	322	322	0
A3FQEUTVZGEULM	0.695		3U0SRXB7CEHLMMUN7B6Q18I8G4FNR5	3Y7LTZE0YTY4XJ3UOR7NDMGHJ2UUZK	5	0	384	517	305	80
A3GKXRWO1II2NM	0.593		39DD6S19JQNQU731OTXKXOQYBRMEZL	3W0XM68YZP7TZRDAM2UTF5N74WJK1O	55	0	109	175	57	32
A3GM1Y0H93CZT1	0.353		3H7XDTSHKD3KKQUNJ131YNHS75FWGC	3I7KR83SNAPBOWG5QF9MUB5Q287K9X	5	0	197	418	49	143
A3GTOEMRE29AX	0.613		324G5B4FB4K8J7I1XR6MLFVV7YX700	3SBNLSTU6UHIGHS82WHY3MCTX2ZZDF	35	0	183	361	42	79
A3GUPVI9N48SYQ	0.688		37FMASSAYD36SE27EY78WLHNCJBBIT	37YYO3NWHD2V3WBKAM2F8ITQ3K1CCT	125	0	104	179	25	28
A3GX0Q2WJSZFTM	0.579		3QUO65DNQV0VKZMGCK18L85XDBUOUR	3K8CQCU3KEDN8YEGG3BU0NU5U4XWN4	10	0	190	246	131	43
A3I3VC7VCQHOT8	0.600		39ASUFLU6YJ1PC3MNB9Z03AN3R9XES	31ODACBENURF4EAZCQTA7SMPT2OSQ8	1	0	269	269	269	0
A3IV3T7THOMNPK	0.882		3I3WADAZ9RGEZKW1BJT0DWDHFXHO5W	3WGZLY9VCHY3WLRLT6HLQ2FPYTTD8P	2	0	277	471	82	275
A3JHL42IAD468Q	0.799	PRETTY GOOD HIT	3TMFV4NEP9Q5RBO503RD6A0UJNFW8B	3J94SKDEKI1K938JV8AIEI5YW3S5DF	1	0	329	329	329	0
A3JNOSR5YU68UX	0.676		3KGTPGBS6YXHDSXBPM3BEV2UD9Y2U6	3E22YV8GG1IXOPHF4HXZ8TM917UPN2	6	0	136	160	119	14
A3JP7DIFRS0ZBY	0.655		3TPWUS5F8AD73EEIHF7I8WWDAGNWC9	31ODACBENURF4EAZCQTA7SMPT2OQS6	14	0	185	582	76	123
A3KOEOCIY5LUB	0.442		3Y54SXRO1MXBXRRO81N7FIBKDN8TUO	39WICJI5AT4KYPQB97BMQDQH6PB3ZM	2	0	425	429	420	6
A3ME9ZBM08NR2V	0.347		34S9DKFK741UJN69L6YK94B5JPHYN1	32L724R85LW5AO6O71K73LQSF80PIM	9	0	313	546	91	149
A3MXBLYX2CDGTP	0.746		3WQQ9FUS6B6D38QU5CVHJWN9AO5B8N	3X878VYTIEUWUR0YA7K502MFZM37F7	1	0	217	217	217	0
A3NDF1BB52K5PK	0.999		3RSDURM96BYQPHTWS7V1JHHW5YXYEV	3L21G7IH478OJW2RQHVKOD2I2BT1Y1	1	0	220	220	220	0
A3NKS7CVEJVTQ6	0.560	"""Neither of them / The comment does not take a stance on the debate question / The comment talks about something else"" doesn't best encapsulate alternative options that are on topic but not clearly for/against the topic or position in the prompt.;""Neither of them / The comment does not take a stance on the debate question / The comment talks about something else"" doesn't best encapsulate alternative options that are on topic but not clearly for/against the topic or position in the prompt."	38BQUHLA9XCC7RH73IAMUYO30Q6MOE	3RIHDBQ1NEAZTQYR93AUM5VIAQAHMP	26	0	174	298	38	60
A3NMH1SSORMAPD	0.628		3WSELTNVR4ERIIDQ2W6GFHZQ6LJTAH	3K1H3NEY7LBIP0X3C4T9IFWNMC6DG5	7	0	370	515	227	114
A3O2H95VCVXXZX	0.540		36NEMU28XGPKC0Q9U41WBS1P3S9WM4	3GKAWYFRAP5O2DQ2FNJWCOAFN3SPDK	141	0	144	684	61	75
A3OGB3SDYDZ3RC	0.679		3QHK8ZVMINU8IFADZ14LO19FTM4BL4	3B6F54KMR2ORNAQIRB3V6REHLQWS1D	9	0	101	180	27	43
A3OII0P47RFILW	0.392	more additional infos about the debate questions. each worker must be giver a chance to cite his/her comment;more arguments and are these facts?	3M23Y66PO3JPGGO8NJKEP71I7G16SU	3H1C3QRA01VA0UVY6D8AY6TTOWECEM	53	0	499	830	102	190
A3OLRWACCCCUTU	0.724		3YMTUJH0DTSCGTX9TVWP2EDQD7K4T5	3OB6JN3A9Q1CIKCU58MO09XOXZ8MRR	28	0	201	349	119	51
A3P4W6EQTLRVK5	0.675	This hit is difficult when people are so awful. Sorry, that's not constructive.	345LHZDEDY46YATUTMHGX57MIL1U37	3RIHDBQ1NEAZTQYR93AUM5VIAQAHMP	176	0	77	383	24	33
A3PJAHAD5YO67C	0.524		3P59JYT76MW2DFIMPHD19ZGSUVFT2U	39HYCOOPKOXIHATPN7R4VKGKIYIDMD	7	0	189	253	115	50
A3PNZ8JD652W6L	0.516		3M0NZ3JDP2AQYOA8DS4HTUKLZ25Z5W	3SBNLSTU6UHIGHS82WHY3MCTX2ZZDF	200	0	81	464	12	55
A3PYEW6693PCHT	0.497		3WJEQKOXA9EQ9Y1H0DM69BGVDX91AM	334ZEL5JX6RCJ2XJXD16INRPE16SO0	1	0	191	191	191	0
A3QJX8VGVADUEX	0.003		3TMSXRD2X7CNGB4K1IIYR0DM5GE1WZ	3YOAVL4CA0T5GL9F9LG50IINKP74Z8	1	0	363	363	363	0
A3QM5J2H1DMON5	0.754	Very enjoyable. Thank you!	37M28K1J0RPX4FHLQ2SCDBCH7EPJAO	3IVKZBIBJ0L2RLBWT06GYEUO2FSSHC	1	0	388	388	388	0
A3QNSOORS63W0D	0.753		33PPO7FECWRZ7B0RSUYERB5NF4JID3	3I01FDIL6MKSA6PWDP8KGB2MCT12DB	1	0	257	257	257	0
A3RM13YVEAFIU5	0.599		3HMVI3QICK4R5GZKGJ0MCXY2GO4Y1L	3A9LA2FRWSQAN2XVNAC3XMBGHUUHX9	1	0	172	172	172	0
A3RULA1BPYCMRU	0.002		3U5JL4WY5LLJXA6TY5XMRHYWQ2QX4X	3LCXHSGDLTIQ7BKU3ZYADBXBAZ0SEW	1	0	585	585	585	0
A3RVN4I98DTL3W	0.709		3H7XDTSHKD3KKQUNJ131YNHS75TGWA	3FDWKV9VCNE4YC4B92HT5KK84YCMUV	61	0	83	240	46	34
A3S7I4LNF6O8K8	0.451		3BWI6RSP7HL7AXXV5Y5164XZ1Y9E7T	3VCK0Q0PO5QU08DVNWI9TSL1TZIN0T	6	0	178	291	129	62
A3S9SBJEQX7I85	0.999		3HOSI13XH00IZ0K50GX30EPANXTDDA	3R16PJFTS33ARQAT9KDVD3UAGGTK41	1	0	273	273	273	0
A3TKD7EJ6BM0M5	0.610		3ON104KXQL848A13O010PYKPI3RW4H	341YLJU21IB9IH5I539V78IZ4Y92ID	35	0	142	701	51	123
A3TQKAOIJSPPRB	0.617		3AUQQEL7U65AUXJXFP92RTBYTH8V0M	3GL25Y68436WFGY6E7SGPRJCYGTMXN	75	0	121	463	57	54
A3TQUS51JKYUUE	0.771		3JBT3HLQF9EURYSRX7DVR0P2PZNPZI	371Q3BEXDHLOI6BQZMCNYLYTY59ZS9	4	0	264	317	129	90
A3TS2NCBAB9L6V	0.581		3WOKGM4L72SF4DA0EDNOW1HQXO7O09	3RTFSSG7T8IXKYBV4QVFNVQGP9XWL2	45	0	268	715	126	104
A3U2JWLJ4IAPZ	0.565		34BBWHLWHBNYGH0I9P34JZU8MKUWIV	3IKDQS3DQECMGZXK2WY1JLRLGPLCIV	29	0	324	729	195	120
A3UK8YO8XN4JEP	0.856		3HOSI13XH00IZ0K50GX30EPAO1SDDI	3DZKABX2ZIHR25HK13XKYAHFORHCVS	25	0	120	241	61	40
A3VEO96BSH9SPX	0.622		33TIN5LC05M9UL2FKWFFR3GLE2Z9YG	344M16OZKIRTRYSPV3HOEHN5N0SNEF	4	0	231	295	127	78
A3VUDFMZJXMT0C	0.820		30LSNF239V7C412BV5EXVSEJICF2IX	3H6W48L9F41NBJQTWIOM4CZ0UJYWP0	4	0	164	226	27	93
A53VYIFCCASOA	0.000		3DHE4R9OCXNY8AWG5HEUAG133Z9G25	36U4VBVNQOPVVSH3EADARJEIALBRUO	99	0	119	652	41	84
A5N6QK76RTR7R	0.675		3E7TUJ2EGDY6WA7OO0S1EI6KWDQ9D3	32CXT5U14GFPDN27F17A02JDKTNU8F	7	0	168	267	95	54
A60BJBCD1321O	0.999		34YB12FSQZ0OFE09FZXEPPF1930MGA	3K2CEDRACBDPYZPM9XRJ0OY6LK5MT4	1	0	487	487	487	0
A6ILJUKO3M9TE	0.592		36ZN444YTSAQB8RGI3CU25HMJHMOI0	36FFXPMST90NTTJ3MJP7E9KN5QPHO4	3	0	271	331	225	54
A6T8PXIZ6IN7Y	0.697	"The last one is saying something a little different--don't use nuclear power RIGHT NOW--not until it's researched.;Question 2 option choices should say ""Yes/No, they should/should not denounce"" instead of can or can't denounce.  It's an opinion, not a fact.;Some of these opinions are not so cut and dried. For example, the question about whether immigration is a problem or not--the answer is that it IS a problem, but not for the usual reasons, such as ""immigrants steal jobs from Americans."" It's problematic for the immigrants because they are living in poor conditions if they're undocumented.  I chose the answer ""immigration is a problem"", but I'd like space after each answer to explain WHY I chose that answer.;The first comment is basically saying that pageants ""are what they are,"" but is not really saying they are ""good"" for women. The person is not against them though. The third comment about Facebook--answer choices aren't the best--it's not about ruining or saving journalism per say, but whether Facebook is a valid news outlet...;The last answer does support Mother Teresa, but doesn't say that she should specifically be canonized.;For the second one, I am reading ""protect obese"" as ""protect their health"";The fourth opinion is clearly not calling young adults irresponsible, but it's not exactly calling them smart either--it's an alternate opinion that gives evolution as a reason...perhaps one of your answer choices should be ""alternate viewpoint."";The last one basically says that it's a moot point--if the US stops selling weapons to Taiwan, then someone else will. It's not really choosing a side;Answer #4 offers a different perspective, but has a favorable view of young adults.;On the question on bicycles, the writer is clearly in favor of them, but doesn't mention whether the lanes in NY are working...;I am assuming answer 1 on the AI question says that ""Machines are NOT gaining the upper hand on humans"""	3C8HJ7UOP86O6VVE5RL3AWV7LW0ZMP	3LN50BUKPVN70PEUS4HKV1IKWCUPL0	67	0	182	785	80	111
A74EYSZ2A1Z3V	0.567		317HQ483I848TNR4HOCHNGHHT6BIN7	3W9XHF7WGK7U8BPJOLE3LB62WFAKTX	1	0	118	118	118	0
A8GWYS9O8FUEK	0.257		3DYGAII7PMKLD6R0ABUI07DYKVJPQ3	36U4VBVNQOPVVSH3EADARJEIALBRUO	110	0	106	849	10	139
A9TKFKJC4FQZQ	0.761	none	3NXNZ5RS1B9QF16EXNPFEQWOA2X97K	3YLTXLH3DFI5ETV41J2M39PDFVLPHT	3	0	213	238	190	24
AA534TBLS5G9B	0.379		386CSBG1O0YD309VVFV9U7MHQV5Q6L	3WGZLY9VCHY3WLRLT6HLQ2FPYTT8DK	6	0	288	355	212	48
AB7QN439WP6RY	0.999		3EQHHY4HQT4Q77F3N0GS8N4FOBCG5N	3VP28W7DUNWFE164T2CORMFE9FGFZ7	1	0	183	183	183	0
AB98SGS280TY5	0.173	A;S	3KV0LJBBH3XF449NVARQOTT8BEPMRO	3RTFSSG7T8IXKYBV4QVFNVQGP9XWL2	653	0	108	889	12	152
ABDXV9FY5XO3Q	0.349		3HL8HNGX46D3UULKF6NR2I959SWF9F	324N5FAHSXN9L3T8TGEIMTUNT0QKVD	1	0	183	183	183	0
ABN1ZLR3JPCNI	0.570		3E7TUJ2EGDY6WA7OO0S1EI6KWEQ9D5	3SR6AEG6W55ZN7N5S6Y5G0IPJ0OHYF	10	0	243	368	79	81
ACSEKOS0690JN	0.601		3HHRAGRYX9HX07YDE96HPCIJ0QSO98	3IKMEYR0LW70OCV656U7KOXCW2XK25	2	0	402	539	265	194
ADPQ6HGEZS5U	0.999		3FIUS151DWEON44N4WZJCKV4DHZGG7	32FESTC2NH2RPQSKWDNF2OFWAK8CU3	1	0	504	504	504	0
AE861G0AY5RGT	0.764		3L0KT67Y8FSRZ0YET2F68YLB6OHYS5	3CKVGCS3PGHRGL50VSZVSMV7GYQS0A	5	0	334	454	169	107
AESUJGBP5G7OJ	0.672		3J88R45B2HA5M3SCWPPAUF9RH0ZPXX	38O9DZ0A62ZTPXAH3206A5SUV7E62N	1	0	212	212	212	0
AFTEE83ZGPI0R	0.275		3IUZPWIU1PJPMCQ69SOGWF9LEMTKW0	388FBO7JZR5RX39GV4TILKFL5CXNYU	1	0	749	749	749	0
AG89DYO9X8QUG	0.577		3300DTYQT3THGF2A1XE76VEU7T0EQ1	3DW3BNF1GHUPQ2R7KRHFWOLWY0X8VJ	10	0	590	865	261	188
AGATMN9R66VSP	0.571		374TNBHA8C7FMKJ11YQ1DY6AP3MQY5	3FK4G712NXCRHUPC4UIF2S1QBQ9SSX	9	0	259	484	93	139
AGXJQH8R0PGWK	0.001		3N8OEVH1FS207U2JGYPZM2D8VRSOO4	3G4VVJO6PZSWGJWC745JG1557CPPKX	1	0	254	254	254	0
AHBYQ9LGI3S6Q	0.294		3U5JL4WY5LLJXA6TY5XMRHYWQ4IX4T	3PN6H8C9R42HF9K0Q41ZMTLKOHTDAT	1	0	259	259	259	0
AICMDC5BG5W8V	0.466		30MVJZJNHNPJZW7GYWECHG1X2ZN9JM	3W0KKJIARRLBARXVLN38UFAFI2Q8KX	2	0	265	283	247	25
AIJEWX92UW722	0.658		39DD6S19JQNQU731OTXKXOQYBR2EZ1	3GKAWYFRAP5O2DQ2FNJWCOAFN3SPDK	227	0	132	753	12	140
AJAPJJTISC36L	0.566		3PIWWX1FJKI858KPK85P6AF0X3EJJ3	3EQPA8A3748VJ3S0CS396K762MWJZD	52	0	129	265	55	45
AJU8AZGZHLKVF	0.600		3QRYMNZ7FZTY217FB0BL1NJQ4P8TNK	3YCT0L9OMMLU1HX7WY1T3YRKOR1SNL	7	0	271	340	196	47
AK8UFPN8QOSK5	0.471		31HQ4X3T3TM7Z1RFANQGEQJFXBGLS7	3FK4G712NXCRHUPC4UIF2S1QBQ9SSX	2	0	479	537	420	83
ALOYY3E72AQ1K	0.751		39OWYR0EPL3IVVTSNIF71Z2WHZBFYT	3AC6MFV69KUZSXXAOS0OU7RRPUSZHO	17	0	208	327	107	54
AN2UF651CE0UR	0.450		38SKSKU7R29I5NOJ5BW2AODSOB6LI3	39RRBHZ0AUD4AYSUTHHS98I0X93ZVE	1	0	213	213	213	0
ANPTDUX6LOGYY	0.810		3YDGXNSEO06TI95LQXLUBIH3ZTY84H	3J6BHNX0U94WDYKZRPSRCC0A7XONKZ	1	0	255	255	255	0
AP9843EQIEVIN	0.758		3ZY8KE4ISKFYIQOWWN3H6Z2G6J1QV6	3P520RYKCHI6Q5J5H307OI9MI3MU5D	55	0	188	773	73	133
AQ53YJDPDDLZ	0.507		3PPTZCWALRWFRAT6XKSKR5FCUWMQZP	3VP28W7DUNWFE164T2CORMFE9FFZFQ	50	0	168	535	80	90
AQ8RA7U6KBDV2	0.189		3ZV9H2YQQEJJQEIZOMWHFTSJ3193WC	3VCK0Q0PO5QU08DVNWI9TSL1TZIN0T	2	0	155	221	88	94
AR90MLOJPU8EQ	0.565		3RXCAC0YIS19UPY5LYNVK7E6Q1AG8M	30QQTY5GMKWLD9XO5WF4M2NI99I7U6	5	0	119	198	93	45
ASFR82SJYMGNU	0.598		3180JW2OT5O0Y954V61V50WVG35J56	37YYO3NWHD2V3WBKAM2F8ITQ3K1CCT	50	0	261	796	93	178
AT1PMD2Y13ZAJ	0.823		358010RM5F5IRNP8I1Y907Y93OWVXK	3D1TUISJWICI2TEKONJ1DRDRNPSUIN	3	0	313	387	184	112
ATEL480BFZ1F6	0.412		39O5D9O87U4ACGCU7VWG3ZLGBM73CL	3VP28W7DUNWFE164T2CORMFE9FFZFQ	102	0	130	641	42	79
ATJFUHXPYHISH	0.472	thanks for the hit	32XVDSJFP09Y0KS2GKCPNLL0ZK42MG	3Y40HMYLL1UFSO3FN9J2G106B2WXUQ	1	0	169	169	169	0
AU8YVB738G6C	0.448		3FE2ERCCZYKISUEKVY2EB2IY5UZPOT	3HA5ODM5KA479M6GYPNKDFLXAU3SV2	1	0	409	409	409	0
AV0LIAO8E356J	0.999		3G2UL9A02EQ3XI4GZGM3UG5MK2G760	3EN4YVUOUC46E8SLBAFO9ZRVUMYXJU	1	0	399	399	399	0
AV68V6XEENRTL	0.751		3UNH76FOCTHO15L995JKWPM5EZCMYU	391FPZIE4CYI6Y30I51GDFCCNCDUHU	4	0	352	402	310	41
AV82XILD9BG1E	0.883		3QUO65DNQV0VKZMGCK18L85XDB8UOB	367O8HRHKGK8F9N1ETMX4PLKXA6S4Q	2	0	317	386	247	98
AV9P8YJR3F585	0.182	Thank You	34HJIJKLP68RTL1YYQW43W1BBUF4V5	3MQKOF1EE20EMMN3R9XR4IIBG0WDW4	1	0	537	537	537	0
AVKRR6GFT3OO3	0.492		3YHH42UU5CR7YS731L7W4KDW3KLL0B	3SBNLSTU6UHIGHS82WHY3MCTX2ZZDF	10	0	232	346	142	67
AVN48I11QS01N	0.001	Nope	3S0TNUHWKUU6I5OEJ8MNEMB9C8KD8W	3I01FDIL6MKSA6PWDP8KGB2MCT1D2M	1	0	134	134	134	0
AVP6H8WQVCS4N	0.707		39KFRKBFIO7C186LMLYXOTBA90DYO9	3HO4MYYR120299JJMMACGONMEYXU6T	4	0	202	240	170	31
AVU1N78F92K93	0.630	Thanks!	3RKNTXVS3NA71XY0NV5879NYPHV4AE	3G3AJKPCXL45BVZADZEMMB9LEV34YH	1	0	169	169	169	0
AW45SZDR1C2VS	0.382		3Z7ISHFUH179L6TABQBK5EUC0QX8ZT	3GMLHYZ0LE94STTPS554ZF7FD8QYUX	2	0	447	492	401	64
AXII89INLMF6D	0.721		3907X2AHF1H4LNPF804H4PFV4QIP24	3QI9WAYOGQNMUWRFXHFC1N5YT1CS6B	1	0	146	146	146	0
AYFS0T2FTTBQR	0.689		3TVSS0C0E2COPVGT3128X6WHY2JWTO	3MGHRFQY2L1OC7H9UYRKA8J8XJN0YX	3	0	421	625	304	177
AYJGJAIY0EXW	0.384		3IRIK4HM3BW99ZZCQXUEA2X0LBRC6E	3P458N04Q1T68CUD4P9WAI5ESBCX27	56	0	205	887	63	165
AYK9SDERY3SNC	0.763		3SITXWYCNWL3I9R2DK79ZV420USBX2	3VGZ74AYTGS8K8RPC8YYY9E51CTCG3	20	0	225	351	135	58
AYXIDCIGUA037	0.500		3WI0P0II624C0A3AIHSN536E2Z1RDD	3HXCEECSQM5LESNZYS4CG7MUFQ5ZYN	1	0	196	196	196	0
AZ0ZV2JLJS2UD	0.638		354P56DE9LF8KG2D6TP6VL1E3SZS7W	3GITHABACYX1WIG92JMNCGEGQX2N2D	12	0	201	264	119	49
AZDC20NDBBKDJ	0.999		3GDTJDAPVVN9MZURW1LQXCY3LKMM8T	3VP28W7DUNWFE164T2CORMFE9FFZFQ	1	0	266	266	266	0
AZVX84M883NSM	0.958		3KIBXJ1WD66HH3H4I6X6FLWZBKVKOP	34R3P23QHSDVY2S5D5GHV3X98SOHWG	1	0	287	287	287	0
