author	voteUpCount	voteDownCount	text	id	timestamp	title	description	url	stance1	stance2	annotatedSarcastic	annotatedStanceBothSides	annotatedStance
Andrew Beggs	27	0	I agree, owning a cat is a commitment which involves taking on a duty of care. If someone would tolerate mutilating an animal in order to protect their furniture then I don't think they should be having a pet in the first place. I don't see why we should pander to the whims of such individuals by allowing this procedure to be carried out.	17006432	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
WNYPlanner	5	0	The publication cited by the author as evidence supporting his position that cats must be declawed is filled with so many errors I don't know where to begin. The Loss article has been routinely and thoroughly debunked as unreliable (statistical assumptions on estimates from dated studies, extrapolating those estimates, lack of accountability for population density in cat ownership in rural, suburban and urban environments where existence of land birds is diverse due to variation of vegetative coverage in human dominated environments, dominant predation territorial variation of wildlife in general, the unethical monetary support of the authors by organizations who support killing cats without a rational basis, etc.) in other words highly biased. As stewards of our environments, we must change our focus and pledge do no harm and we must adapt and change rather than exterminate or maim domesticated animals which simply is not rational or humane.	17091472	Fri Jan 01 00:00:00 CET 2016	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Sara	10	0	It's absolutely horrifying how people can defend this. There are no excuses to perform this kind of painful and unnecessary amputation on any cat, ever. If people in other countries are able to have cats, indoor and outdoor, without this kind of barbaric practice, there should be no reason for it to be somehow needed n the US. And the idea that allowing declawing decreases the number of homeless cats is laughable, considering the massive problem with stray cats in america, where many european countries where it's illegal have the problem under much better control. And ask any shelter if they never see any declawed cats, and the answer will usually be the opposite. Declawed cats are abandoned regularly because of the behavior problems they develop due to pain and lacking their natural defense. I'd like to recommend everyone who wants to understand the issue better to watch the documentary The Paw Project, which shows just how much this kind of amputation hurts cats, the consequences, and how many of them need another surgery to somewhat repair their paws after the declawings.	17090878	Fri Jan 01 00:00:00 CET 2016	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Deb	1	0	I suspect that the cat is not too happy about being neutered either, but we do that for obvious reasons. If a cat is going to be exclusively an indoor kitty, and the alternative is the destruction of most of your furniture, then this seems a reasonable choice to me as a last resort. My parents left me with an entire house full of badly scratched furniture (including a Steinway grand piano!) thanks to not wanting to get their cat de-clawed. In their later years the cat often scratched them as well. The only caveat I would have is that if the cat ever gets out and runs away, it is probably doomed with no defense against wildlife, dogs, whatever. My own cats can go outside, and of course have their claws intact.	17068275	Tue Dec 29 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Tracy	8	0	Declawing prevents cat overpopulation? Doubtful. I was a vet tech prior to becoming an RN. I have been physcially sick twice in the last 10 years of those careers....both times were as a vet tech. Neve as an ER nurse! Once was a shot puppy, another was a post op declaw. It was HORRIBLE. But clearly, sir, you need an anatomy class. You see cats don't reproduce via claws....1 cat can have 30  offspring in the wild.....my cats have the option to go outside (where they were found- cold, starving, wet, fighting for their lives in city streets) they don't want to go outside!!!! Why would they?? And personally I would rather buy 15 couches than live without any of my fur babies. I can't even believe you were allowed to write this article, as you are terribly misinformed.	17057400	Mon Dec 28 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Raven Altona	9	0	Declawing should absolutely be illegal! It's not just nail removal, it's amputation of the third distal phalanges, or toe bones. It causes severe long lasting stress and pain. It puts the cat walking on its second toe bones, which are not meant to bear the full weight of the cat, causing muscle and tendon damage. It's the number one reason cats turn to biting and pottying outside the box. Many cats wind up in the pound because they were declawed and started biting or going outside the litter box. It's mutilation not convenience. It's cruelty, pure and simple.	17018730	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Ellen Emerson	8	0	This man needs mental help. De-clawing a cat is NOT clipping her nails, it is cutting off part of the paw. It is painful, inhumane, and VERY often leads to biting and not using a litter box. Think about cutting off all your fingers at the first knuckle. That is de-clawing. It needs to be BANNED everywhere.	17017672	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
JT Smith	2	0	I have a compromised immune system. If I could not adopt adult declawed cats, I could not have a cat. I've had three (two at the moment). They've all been different but not disturbed. They are great joys. If you oppose declawing, feel free not to declaw and not to adopt a declawed cat. If you want to campaign against declawing, go for it. But, do you really need the government to ban it?	17015769	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
SB	8	0	The author is out of his freaking mind! Declawing,tail docking,ear cropping,docking cattle and sheep tails,mulesing and all other mutilations of animals for the human caretakers convenience should be outlawed! As for the declawing, have you never heard of The Paw Project? Do you have any idea what declawing does to a cat? What really needs to happen is Human Education ! I've had cats for over 20 years and raised hundreds of orphan kittens and have NEVER had any furniture,rugs etc destroyed by felines. From the time kittens can walk I filed/trimmed claws,have multiple cat trees and scratching posts and cardboard scratching boxes in the house.It is time for Mr. Beck to join the 21st century and start respecting animals.	17015098	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Mrs T	5	0	I have owned five cats (more accurately, they owned me) in my adult life, and every one has been declawed. Each cat was rescued from a shelter, three were under a year old, and our current two had lived in a no-kill shelter for three years before coming to our home. My vet sends the cats home the day following surgery with a pain patch on, and the cats are very comfortable yet able to jump onto furniture and use their litter box. The patch falls off in a few days, and life goes on. All of my cats have been spayed/neutered and indoor animals, no exceptions allowed, and they live long, happy, spoiled lives. It's okay to care about my cats and the way my furniture looks, too.	17014864	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Tuvw Xyz	3	0	"I am not a believer in ""animals' rights"". Right to something is a concept developed by humans within their society. But I am against mutilating animals for their owners' convenience, such as declawing a cat, surgically severing the voice chords of a loudly barking dog, cutting horns of goats or trimming the wings of birds. Remember the Golden Rule of Ethics in one of its versions, ""One should treat others as one would like others to treat oneself""."	17014431	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Laura	6	0	My indoor cats love scratching stuff. Therefore we have scratching posts, cardboard scratching rectangles / circles / squares, next to every piece of furniture we care about. Cats almost never scratch on furniture as they prefer these things. Really, there's no reason to de-claw.	17014181	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Mark E White	2	0	Bravo! cats with front claws often do terrible damage to furniture. While it is politically correct to object to it, the fact is there will be fewer homes for cats, who will end up being euthanized. The comparison isn't between an imaginary garden of Eden and declawing, but rather the choice is between more feral cats and more put down. Those of us who love cats don't want to see well-meaning humans decree that millions of cats suffer to meet the needs of humans.	17014122	Tue Dec 22 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Paul King	14	0	When I adopted my precious cat about 20 years ago, the women who had rescued it were thrilled that I said it would be an indoor cat. Free to roam my fenced back yard as I watched her. When I asked my veterinarian if a declaw was OK she said it would be fine from a medical, procedural and moral stand point because the after affects would be fine and the cat would not be defenseless as an indoor pet. I went back to the rescue ladies who were strong animal advocates and they were supportive of my desire to declaw. So, it was done. My cat and I had ten great years together and her inability to scratch me when holding her or playing with her endeared her to me all the more. If an owner of a cat has a similar situation as I had, I'd say it's not up to the state to meddle.	17013118	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Kristine	23	0	Wrong. Wrong. Wrong. Declawed cats are abundant in shelters. Declawing a cat causes NUMEROUS other behavioral problems. I have six cats and none of them are declawed, I trim their nails once a month and I have no problems with them ruining furniture. Educate people on how to care and train a cat instead of mutilating animals. Declawing IS a crime. PERIOD.	17012985	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Julia	9	0	"Completely inaccurate. The first sentence I can see from the Facebook link alone is bull. I won't waste my time reading the rest. ""Excessive dog breeding, ear cropping and tail docking are more abusive than declawing a pet cat"". Clearly the author doesn't understand what goes on in a declaw surgery. They're amputating the toe completely so the cat has to walk on the phlanges that are NOT meant to be completely weight-bearing. A dog getting its ears or tail docked I agree is cruel but nowhere near worse than a cat being declawed. Last time I checked a dog's tail and ears aren't what bear all of their body weight when standing. Not to mention the ears are soft tissue that heals over time and has nothing to do with the dog's skeleton. The tail does involve the skeleton but would not have an effect on the dog's overall well-being once done. And excessive dog breeding? That has nothing to do with surgical procedures done on a dog or cat. That's a completely separate issue altogether. Ridiculous article."	17012940	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
vulcanalex	3	0	No of course it should not be illegal as long as proper technique are used. A cat is a possession, it has no say in the matter. Next someone will insist that we treat animals like people and have government mandated health insurance. Just foolish.	17012534	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	true	false	It should be legal to declaw your cat
Margaret	10	0	I have had 7 cats over the past 25  years--all rescues. I don't adopt kittens, only cats that are more than 9 months old, simply because there are so many adult cats who are surrendered. I have tried, with each cat, to train them to use a scratching post, put aluminum foil on couch arms, etc etc. NOTHING has worked (and being older cats, they were not amenable to having their nails clipped). All that banning declawing will do is force more and more cats into shelters. My cats have had no litter box issues, no aggression issues, and frankly, while I wouldn't declaw a cat older than 5 yrs, I have no guilt in declawing a young adult cat that then is an indoor-only pet. I understand it is painful but it is certainly less horrible than abandonment, the stress of being surrendered to a shelter (and really, there is a very low chance in many states for that adult cat to be adopted), and/or euthanasia.	17012435	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Hunter	7	0	If declawing is banned, we should get set for a serious drop in cat adoptions. Simply, anyone who has any furniture or rugs they do not want to be turned into ragged scratching posts---and that means most everyone-- will just never adopt, let alone purchase, a cat.	17012364	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Peter Olafson	8	0	It never occurred to have our four cats declawed. Their claws are part of them and scratching is what cats do. Perhaps I'm being too colorful, but it would be taking pulling off my fingernails. When scratching becomes a problem, I just train them to channel it differently. They're quick studies and we're one big happy family. :)	17012472	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Eileen	6	0	Declawing should be illegal. I think it is cruel and I have had this discussion with my vet. An animal should not be altered, I have a puppy mill rescue that has a cropped tail and no dewclaw and it was done by design and it is wrong. How can we say that we love animals and then pay and promote their cruel alteration. I have a cat with all his claws, which is the way it should be.	17012260	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Erica	2	0	I've been host to two declawed cats while trying to find them a home (They came to me this way, it would never be my choice to do this). During their stay, one of them managed to kill two birds quite efficiently without claws. (They wiggled their way through the air conditioner). I didn't see him do it to know his methods, but I know it was him. Just last week, my toothless cat killed a bird that got in the same way. He killed it with one blow of his paw. He didn't use his claws to bring it down; just one blow and it was dead. I will only leave this piece of information, for I could write a book on declawing cats and the pain and problems it causes. There are plenty of safe alternatives to declawing; people need to research, and learn to live with animals instead of adapting them to fit our needs.	17012239	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Sarah	2	0	The top two reasons cats are turned into shelters are house soiling and aggression (biting). It is a well-known fact that declawed cats are deprived of their main form of defense (claws), and resort to biting. Additionally, it is painful for many declawed cats to dig in a litter box. Hence, house soiling. Shelters I have volunteered at have quite a few declawed cats come in due to these reasons, declawing being the source of these issues. Pet owners who want to declaw a cat should not have a cat--period. If you want to protect your furniture, do not own a cat. Cats naturally scratch. If dog owners don't want their animal to jump on their couches or beds, do they remove a dog's leg? If dog owners don't want a dog to bark, is debarking humane? It's the same thing as declawing a cat. Just don't have one.	17012077	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Diane	5	0	I am from the UK where declawing is outlawed. I had never heard of a declawed cat and moved to the USA in 1999. After Hurricane Katrina, there were a surplus of cats and dogs for adoption at our local shelter. I adopted two cats not knowing that one had declawed front paws. It took away the defenses of the declawed cat against the cat with intact claws - though he did like to get the clawed cat in a headlock and scratch with his hind paws. If you don't like scratched furniture, cats are not for you. You have to deal with the whole animal, not just the parts you like.	17011720	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Frances DiBisceglia	6	0	There are, of course, exceptions but declawing is inhumane and unnecessary and should only be used as a last resort, if all. One of my cats always uses her scratching post and her cardboard scratchpad while the other one has no interest in using them. Occasionally, he will scratch at the sofa but we used double sided tape and that deterred him. He doe claw at some other pieces but we do not care, they' re not nice anyway and often, manipulative fellow that he is, he does it for attention. Education is key here, cats need to use their claws for defense and instinct, and cat caregivers need to provide appropriate scratching places. We all need to make compromises, use a cover for the sofa if the mess bothers you. We make allowances for our messy children. Mutilation and amputation for our convenience is just wrong.	17011337	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
globalnomad	3	0	Declawing is unacceptable. A cat needs to go out a couple of times a day, just as we do, not least to relieve itself. Consequently, it needs to be able to defend itself against both feral and other tame cats that have not been declawed.	17010578	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Barbara	3	0	Declawing is never a reasonable alternative,mutilating cats does not keep them in their homes just check any non kill animal shelter and see how many declawed cats have lost their homes for litterbox avoidance and aggression caused by the pain of those stumps. Note I said non kill shelters, in kill shelters declawed cats are routinely put to death immediately as unrehomeable because they no longer trust human beings and who can blame them? Declawing is despicable and it's people like you who are responsible for the millions of cats living in misery with sore stumps and claw regrowth. Owning a cat is a privilege not a right and if a person can't cope with a clawed cat then they have no business taking one into their home. It should be banned in the USA and Canada as it is in the rest of the civilised world.	17010541	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Heidi	5	0	I am against the practice, however outlawing it, I can't agree. I've clipped cats claws for years and trained all my cats to avoid the furniture. However, my Mom's pet was declawed at the advice of our Vet. This cat would scratched his face and nick his eye. I sucessfully healed four very bad eye ulcers. So bad the vet didn't expect us to get them healed. Before he injured his one of his eye's to the point of it being removed, the vet recommend we declaw him. Outlaw it and you remove options for good pet owners with highly unusual situations.	17009879	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
NI	3	0	Yes, declawing should be banned. And the vets should report declawed animals just like physicians have to report suspected cases of child abuse or battered women. For those who are worried about their furniture, they do not deserve to have a pet. This law should be easy to implement because adopting a pet should come with the strict condition they will not be declawed and an agreement signed to the effect which goes into the animal's health records. And for those inhumane pet owners who want to declaw their animals, try pulling out your own nails first.	17009494	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	true	false	It should be illegal to declaw your cat
Paige LoVoi	10	0	I believe that declawing cats is animal abuse. Claws are a cats first line of defense and without their claws they are defenseless. I wish they would make this illegal everywhere. It is selfish for owners to do this. I have two cats who came to me already declawed and I worry that if I did not take them in they would be stray outside cats and probably would not survive. Also one of my cats loves sitting outside in the flower pot and would love to be outside more to explore and fully experience cat behaviors if she had her claws. It is also incredibly painful for the animal and even today just touching my declawed cats front paws makes her wince. If furniture is such a priority maybe you shouldn't have pets or keep them in a different area of your home. Declawing cats fingernails in my mind is equal to removing our feet and hands. If we didn't have our feet or hands we would be defenseless.	17007050	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
ALM	14	0	A cat living in the wild needs its claws for climbing trees and for self defense. A pet cat kept indoors does not need its claws. If I have to keep a pet cat I would insist on declawing it. Otherwise I would forgo the pleasure of having a cat as a pet, no matter how cuddly.	17006831	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be legal to declaw your cat
Andrew Beggs	38	0	A person who cares more about their furniture than they do about their cat shouldn't have a pet in the first place. Any person who considers it ok to mutilate an animal to protect their three piece suite is a moral vacuum.	17006393	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Judy	3	0	Declawing is a horrible procedure. The cat is in excrutiating pain after afterwards and it is completely unnecessary. Get scratching posts; claw covers; use a squirt bottle with water;...all the declawing is because people who aren't cat savvy feel that their furniture is more important OR they don't like the sound OR they are scratched playing with the cat. This is a barbaric procedure. Those who implement it on their animals are not even remotely interested in the cat...it's all about what THEY want. Try having your fingernails removed people...see how you like it.	17005695	Mon Dec 21 00:00:00 CET 2015	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	/roomfordebate/2015/12/21/should-it-be-illegal-to-declaw-your-cat	It should be illegal to declaw your cat	It should be legal to declaw your cat	false	false	It should be illegal to declaw your cat
Eric Craig	3	0	Ridiculous. Myriad can have a patent on the techniques used to sequence a gene, a patent on the test used to detect the gene, but they cannot patent the gene itself. It's the equivalent of Newton patenting F=MA - it's a fact of the natural world that mankind has discovered, not something new mankind has created.	9182291	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	false	false	Companies shouldn't be allowed to patent genes
Bill F	13	0	By Mr Mossoff's reasoning, naturally occurring non-isolated electricity (e..g, in thunderstorms) would not be patentable, but any use in a house would be. Similarly, rainwater would not be patentable, but water inside a building's plumbing system would be. Blood inside the body? Non-patentable. Stored in a bloodbank? Patentable! Fingernails could be grown without fear of lawsuit, but at the moment they are clipped, they would be the subject of litigation? Absurd, to say the least.	9181091	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	true	false	Companies shouldn't be allowed to patent genes
Robbie J.	9	0	"According to Adam Mossoff: ""But Myriad's patents don't cover genes in their naturally occurring, unisolated form, just as the aspirin patent did not cover chewable bark. Rather, the BRCA1 and BRCA2 patents claim the genes as isolated, purified and used in a scientific or medical context."" But then the patents should still be invalid, because they would have failed the 'new ""compositions of matter""' test. If I merely isolated and purified a chemical from its natural environment, I cannot yet claim to have _synthesized_ that chemical. I might be able to claim ownership of the process I would have used to isolate it, but I don't yet have ownership of the chemical. Myriad can choose to keep its _knowledge_ about the BRCA chemicals proprietary, but how could they be allowed to prevent someone from independently discovering equivalent knowledge about those chemicals from their natural settings?"	9178967	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	false	false	Companies shouldn't be allowed to patent genes
fatmart	11	0	"Mossoff is being quite disingenuous. He keeps talking about ""identifying, isolating and purifying something."" At a fundamental level, that is not what Myriad is patenting. They are in reality patenting the right to determine f the BRCA1 gene harbors a DNA sequence change that predicts breast cancer. It is not like insulin. A better analogy would be the presence or absence of a heart murmer. It would be like saying every time a cardiologist listens to your heart with a stethoscope and diagnosis a mitral valve problem, he/she must pay royalties. While Myriad may couch this in terms that suggests this is about ""identifying, isolating and purifying something,"" that is not what this is about - it is about reporting something that is already either there or not there in one's body, the specific DNA sequence. It is not about isolating or purifying anything."	9177340	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	false	false	Companies shouldn't be allowed to patent genes
Casual Observer	4	0	Every thing found in nature got to be by some kind of mutation and even engineered genes are now found in nature. The difference would not be detectable unless one has prior knowledge of some kind. So engineering is a cause of mutation as well as human intervention. The purpose of patents is to provide a monopoly in the market for the innovators in order to encourage innovations. But extended monopolies tend to discourage further innovations, so the length of patents must be limited. The patenting of naturally occurring gene sequences has resulted in the legal requirement of anyone treating conditions related to those sequences patented be approved by and compensation provided to the patent holders. It's a perverse use of patents that actually inhibits innovations and blocks medical care for seriously ill patients. It's morally and ethically degenerate and it violates the principle that knowledge about nature is not subject to patents or copyrights. The subject of engineered genes should probably handled like horticultural products.	9182493	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	false	false	Companies shouldn't be allowed to patent genes
dave lyons	1	0	"The first are broad patents on isolated DNA sequences, which cover the gene in something very close to its natural form. "" This is an example of something that shouldn't happen. What the body creates, even if someone extracts it, shouldn't be patentable. The DNA sequence is there for anyone to find with the proper technology. It's like picking fruit off the tree and saying I've ""discovered"" fruit. This is crazy, but then we know that the ROBBER COURT will back business to the hilt. The Supremes are now one big legal joke, and I hope in the future we can manage to pass some legislation to limit SCOTUS judges to 10 years or less. Perhaps the term length of the president that offers them up for sale."	9183753	Fri Jun 07 00:00:00 CEST 2013	Can the Human Blueprint Have Owners?	Should companies be allowed to patent genes?	/roomfordebate/2013/06/06/can-the-human-blueprint-have-owners	Companies should be allowed to patent genes	Companies shouldn't be allowed to patent genes	false	false	Companies shouldn't be allowed to patent genes
