x	Is Anti-Zionism Merely Anti-Semitism in Disguise?	When does criticism of Israel become bigotry? Is rejection of the Jewish state a rejection of Jews?			is-anti-zionism-anti-semitism
x	Is Any Immigration Reform Possible in This Political Climate?	Congress has failed to pass any reforms, and President Obama's executive actions are stalled.			is-any-immigration-reform-possible-in-this-political-climate
x	Is Artificial Intelligence Taking Over Our Lives?	From driverless cars and smart robots to drones and computer chess champions, is technology making our lives better?			is-artificial-intelligence-taking-over-our-lives
x	Is Atheism a Religion?	London now has an atheist church. The U.S. military could recognize atheist chaplains. Can lack-of-faith communities replace faith communities?			is-atheism-a-religion
x	What Autonomy Means	Demonstrators in Hong Kong are demanding democratic elections. How much say are residents able to have when Beijing is in control?			is-autonomy-possible-for-hong-kong
x	Is Big Data Spreading Inequality?	Does the collection of data by companies threaten consumers' civil rights?			is-big-data-spreading-inequality
x	Is 'Big Marijuana' Inevitable?	What's the right approach to legalizing recreational marijuana?			is-big-marijuana-inevitable-4
	Is 'Broken Windows' a Broken Policy for Police?	Does strictly enforcing minor violations deter more serious crime or simply harass and antagonize residents of high-crime neighborhoods?	Strictly enforcing minor violations deter more serious crime	Strictly enforcing minor violations harass residents	is-broken-windows-a-broken-policy-for-police
x	Is Carly Fiorina a Feminist?	She acts the way many women want to. But do her political views mean that traditional labels don't apply to her?			is-carly-fiorina-a-feminist
x	Is College Divestment Worthwhile?	Does college divestment fight climate change, or is it effective in other ways?			is-college-divestment-from-the-fossil-fuel-industry-worthwhile
x	Is Creativity Endangered?	Education, geography, management styles: What factors suppress innovation, and what could reverse that trend?			is-creativity-endangered
	Depressed? There's an App for That	Can apps be used to treat depression and anxiety?	Apps can be used to treat depression and anxiety	Apps cannot be used to treat depression and anxiety	is-depression-treatable-with-a-mobile-phone-app
	Is Extreme Parenting Effective?	Does strict control of a child's life lead to greater success or can it be counterproductive?	Extreme parenting leads to greater success	Extreme parenting is counterproductive	is-extreme-parenting-effective
	Is Facebook Saving Journalism or Ruining It?	Is the company providing a broader platform for news, or is it too controlling of people's access to it?	Saving	Ruining	is-facebook-saving-journalism-or-ruining-it
x	Is France Becoming Too American?	The nation that brought us the baguette is now counting carbs. Are the French losing their je ne sais quoi?			is-france-becoming-too-american
x	Bake Sales and Inequality	Fund-raising is useful for public schools, but does is it give better-off families an advantage?			is-fund-raising-good-or-bad-for-public-schools-15
	Is Google a Harmful Monopoly?	European regulators say the company's Android phone blocks rival services.	Google is a harmful monopoly	Google is not a harmful monopoly	is-google-a-harmful-monopoly
	Is Home Birth Ever a Safe Choice?	Should more women be encouraged to have kids at home?	Women should be encouraged to have kids at home	Women should not be encouraged to have kids at home	is-home-birth-ever-a-safe-choice
x	Is Honesty for Suckers?	Has the pervasiveness of cheating made moral behavior passé?			is-honesty-for-suckers
	Is Immigration Really a Problem?	Is unauthorized immigration as much of a problem for the U.S. as some claim?	Immigration is really a problem	Immigration is not really a problem	is-immigration-really-a-problem-in-the-us
x	Is Improving Schools All About Money?	Is spending more on education the best way to improve schools?			is-improving-schools-all-about-money
	Teens Hooked on Screens	Is Internet addiction a concern for teenagers?	Internet addiction is a concern for teenagers	Internet addiction is not a concern for teenagers	is-internet-addiction-a-health-threat-for-teenagers
x	Is Interracial Marriage Still Scandalous?	It's been legal nationwide for 46 years, and it's increasingly common. But does that mean that we have achieved a colorblind society?			is-interracial-marriage-still-scandalous
x	Is It Child Abuse to Make a Trans Child 'Change'?	Are the parents of transgender children who take them to conversion therapy committing child abuse?			is-it-child-abuse-to-make-a-trans-child-change
	Is It Fair to Rate Professors Online?	As students finish their finals and plan for next semester, should they turn to RateMyProfessor.com to offer advice and seek guidance?	It is fair to rate professors online	It is not fair to rate professors online	is-it-fair-to-rate-professors-online
	Is It Harder to Be a Celebrity Now?	In Hollywood's golden age, stars were sheltered by the movie studios. That's not true anymore.	It is harder to be a celebrity now	It is not harder to be a celebrity now	is-it-harder-to-be-a-celebrity-now
x	Is It O.K. to Bash Your Boss on Facebook?	What policies should employers adopt to address employee behavior on social media Web sites?			is-it-ok-to-bash-your-boss-on-facebook
	Adulthood, Delayed or Forgone?	Are young people being smart by delaying the rituals of adult life, or are they being irresponsible?	Young people are being smart by delaying the rituals of adult life	Young people are being irresponsible by delaying the rituals of adult life	is-it-smart-to-delay-adulthood
x	Is It Wrong to Have a General Run the Pentagon?	The law bars officers from being defense secretary for seven years after service. For Gen. James Mattis, Congress must pass a waiver.			is-it-wrong-to-have-a-general-like-james-mattis-run-the-pentagon
x	Is It Wrong to Watch Football?	How can fans enjoy watching a game that helps ruin players' lives?			is-it-wrong-to-watch-football
x	The Plant That Heals, or Kills?	Should kratom, an herbal pain reliever grown mostly in Thailand, be legal in the United States?			is-kratom-the-plant-that-heals-or-kills
x	English Is Global, So Why Learn Arabic?	Lawrence Summers says the emergence of English as the lingua franca makes learning other languages less vital. Does he have a point?			is-learning-a-language-other-than-english-worthwhile
	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?	Prostitution is safer when it's legal	Prostitution is not safer when it's legal	is-legalized-prostitution-safer
	Is Marijuana a Gateway Drug?	Does using marijuana lead to the use of more dangerous drugs, making it too dangerous to legalize?	Marijuana is a gateway drug	Marijuana is not a gateway drug	is-marijuana-a-gateway-drug
x	Is Money Ruining Music Festivals?	Are festivals today too corporate and homogenized, or are they still good places for discovery and shared experiences?			is-money-ruining-music-festivals
x	Is Network News Dead?	Do network news operations, with their high-priced anchors, have a future?			is-network-news-dead
	Is Nuclear Power the Answer?	A group of climate scientists want environmentalists to see nuclear power as a way to combat climate change. Are they on to something?	Nuclear power is the answer to climate change	Nuclear power is not the answer to climate change	is-nuclear-power-the-answer-to-climate-change
	Is Obamacare Sustainable?	Some insurance companies are pulling out of certain A.C.A. state health care exchanges.	Obamacare is sustainable	Obamacare is not sustainable	is-obamacare-sustainable
x	Is Obamacare Too Complicated to Succeed?	Are opponents of the Affordable Care Act pointing out serious flaws, or manufacturing obstacles for political gain?			is-obamacare-too-complicated-to-succeed
	Is Obamacare Working?	The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access?	Obamacare is working	Obamacare is not working	is-obamacare-working
	You Can Track Your Kids. But Should You?	When does monitoring your children through technology cross the line into invasion of privacy?	Tracking kids invades privacy	Tracking kids does not invade privacy	is-online-monitoring-parenting-or-snooping
	Is Organic Food Worth the Expense?	A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages?	Organic food is wort the expense	Organic food is not the expense	is-organic-food-worth-the-expense
	Is Our Children Learning Enough Grammar to Get Hired?	Are schools undervaluing grammar, given that employers may rule out applicants with sloppy writing?	Schools undervalue grammar	Schools do not undervalue grammar	is-our-children-learning-enough-grammar-to-get-hired
	Is Overcrowding a Legitimate Threat?	Do we still need to worry about Paul Ehrlich's predictions of an overcrowded planet?	Overcrowding is a legitimate threat	Overcrowding is not a legitimate threat	is-overpopulation-a-legitimate-threat-to-humanity-and-the-planet
x	Is Playing Tough in China's Interest?	It has antagonized neighbors, providing an incentive for a counter-China coalition, and asserted dominance despite U.S. opposition.			is-playing-tough-in-chinas-interest
	Is Privatization a Bad Deal for Cities and States?	To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.	Privatization is a bad deal for cities and states	Privatization is a not bad deal for cities and states	is-privatization-a-bad-deal-for-cities-and-states
	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?	Public preschool is a smart investment	Public preschool is not a smart investment	is-public-preschool-a-smart-investment
x	Where Jihadism Grows	Does Saudi Arabia's close relationship with fundamentalist clerics help radical Islamism spread and can anything be done about it?			is-saudi-arabia-a-unique-generator-of-extremism
x	Is School Reform Hopeless?	Why is failure so widespread and persistent in poor districts, and how can it be resolved?			is-school-reform-hopeless
	Manna or Mammon in Silicon Valley?	Is technological innovation creating a better world, or just making lots of money for a few people?	Technological innovation is creating better worlds	Technological innovation is creating lots of money for a few people	is-silicon-valley-saving-the-world-or-just-making-money
	Citizen of the State of New York	Is state citizenship the answer to immigration reform?	State citizenship is the answer to immigration reform	State citizenship is not the answer to immigration reform	is-state-citizenship-the-answer-to-immigration-reform
	Is Streaming Good for Musicians?	As listeners begin to move from CDs and downloads to streaming, is the trend good for music and musicians?	Streaming is good for musicians	Streaming is not good for musicians	is-streaming-good-for-musicians
	Is Teach for America Working?	Has bringing in smart, young college graduates improved the education that American children are receiving?	TFA is working	TFA is not working	is-teach-for-america-working
	Is Tennis Strung Too Tight?	Some top players say fans should be allowed to be more exuberant. Maybe other changes in etiquette can be considered.	Tennis strung is too tight	Tennis strung is not too tight	is-tennis-strung-too-tight
	Is the A.D.H.D. Diagnosis Helping or Hurting Kids?	Some say the criteria for medication and disability support is too subjective.	The A.D.H.D. diagnosis is helping kids	The A.D.H.D. diagnosis is hurting kids	is-the-adhd-diagnosis-helping-or-hurting-kids
	Is the Bar Too Low to Get Into Law School?	An increasing number of law students have failed the bar exam in recent years.	The bar is too low to get into law school	The bar is not too low to get into law school	is-the-bar-too-low-to-get-into-law-school
	Is the Border Secure Enough?	Is there more that could be done to increase border security, or has the U.S. done enough already?	Border is secure enough	Border is not secure enough	is-the-border-secure-enough-1
x	Is the Civil Rights Era Over?	With rulings on affirmative action, voting rights and same-sex marriage, are we seeing the end of the civil rights movement? Did it win?			is-the-civil-rights-era-over
x	Developing Cures or Hyping Up Demand?	Can drug companies' influence over treatments for conditions like A.D.H.D. be reduced?			is-the-drug-industry-developing-cures-or-hyping-up-demand
x	Is the Gun Lobby Invincible?	Can gun control advocates overcome the power of the National Rifle Association?			is-the-gun-lobby-invincible
x	Is the Gun Lobby Still Invincible?	Three years after Newtown, has the National Rifle Association grown stronger, or can it be challenged?			is-the-gun-lobby-still-invincible
x	Is Keystone Worth the Fight?	Given the State Department's recent report, was the pipeline the right issue for environmentalists to get behind?			is-the-keystone-xl-pipeline-worth-the-fight
x	Europe's Mob Economy	How serious a threat is organized crime, and what needs to be done to curtail its influence?			is-the-mafia-europes-new-security-threat
	There She Is, Miss America	In 1968, feminists gathered in Atlantic City to protest the Miss America pageant, calling it racist and sexist. Is this beauty contest bad for women?	Miss America is good for women	Miss America is bad for women	is-the-miss-america-pageant-bad-for-women
x	Is the Modern American Dream Attainable?	"According to recent studies, more than half of Americans believe that the prospect of a good job and a home with a ""white picket fence"" is gone, never existed or unachievable."			is-the-modern-american-dream-attainable
	Is the Supreme Court Too Powerful?	Is judicial review the best way to avoid political influence? Or is change best accomplished legislatively?	Supreme court is too powerful	Supreme court is not too powerful	is-the-supreme-court-too-powerful
	Is the World Becoming Safer?	Does a peace process to end the civil war in Colombia signal a trend toward less violence within and among other countries?	The world is becoming safer	The world is not becoming safer	is-the-world-becoming-safer
x	A Right Age to Change One's Sex?	How old should a person be before they have gender reassignment treatment or surgery?			is-there-a-right-age-to-change-ones-sex
x	Is There Too Much TV to Choose From?	"If there's too much for viewers to watch, what happens to the ""morning after, water-cooler conversation""?"			is-there-too-much-tv-to-choose-from
x	Is Tim Kaine the Right Running Mate?	Progressives hoped Clinton would choose a vice presidential candidate who would appeal to Sanders supporters.			is-tim-kaine-the-right-running-mate-for-hillary-clinton
x	Is Trump's Foreign Policy Really So Out of Line?	Are the positions he laid out in an interview that much out of line with those espoused by others who are not considered extremists?			is-trump-foreign-policy-really-that-unreasonable
x	Is Tyranny Around the Corner?	Are Americans tired of democracy's failings and looking for an autocrat to take charge, or just yearning for more democracy?			is-tyranny-around-the-corner
	Ultimate Frisbee at the Olympics?	"Will the I.O.C.'s announcement legitimize this ""counterculture"" sport?"	Legitimize Frisbee	Do not legitimize Frisbee	is-ultimate-frisbee-ready-for-the-olympics
	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?	Veganism is good for everyone	Veganism is not good for everyone	is-veganism-good-for-everyone
	Can Companies Be Trusted?	Volkswagen's vast cheating on emissions tests has been called proof that stronger regulation is needed.	Companies can be trusted	Companies can't be trusted	is-vw-proof-that-businesses-cant-regulate-themselves
x	The Future of Wearable Tech	Will consumers ever embrace wearable technology, or are the devices too intrusive?			is-wearable-tech-destined-to-fail
x	Me, Myself and Yoga	How can we reconcile a spiritual practice with a fitness trend in a culture that already emphasizes the individual over the community?			is-yoga-for-narcissists
	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?	Vaccination should be mandatory for all children	Vaccination should not be mandatory for all children	making-vaccination-mandatory-for-all-children
x	More Guns, Less Crime?	In Arizona, the shootings have led some citizens to call for more guns, not more gun control. Why is that?			more-guns-less-crime
	Parents' Beliefs vs. Their Children's Health	Should parents' religious beliefs allow them to refuse medical care for their children or avoid standard medical practices?	Parents' religious beliefs should allow them to refuse medical care for their children	Parents' religious beliefs should not allow them to refuse medical care for their children	parents-beliefs-vs-their-childrens-health
x	Do We Really Want to Regulate Internet Providers?	The F.C.C. chairman wants to reclassify the Internet as a public utility to ensure net neutrality. Will that help or hurt innovation?			regulate-internet-providers
	Resuming Drilling in the Atlantic	Should the Atlantic coast be opened to off-shore oil and gas drilling?	The Atlantic coast should be opened to drilling	The Atlantic coast should not be opened to drilling	resuming-offshore-oil-and-gas-drilling-in-the-atlantic
x	Should a Court Approve All Drone Strikes?	Would civilian casualties be reduced if judges reviewed proposed drone attacks before they were launched?			should-a-court-approve-all-drone-strikes
	Should a Jail Record Be an Employer's First Impression?	Ban the box	Jail record should be an employer's first impression	Jail record should not be an employer's first impression	should-a-jail-record-be-an-employers-first-impression
	Should Affirmative Action Be Based on Income?	Will the Supreme Court decision on race-based preferences push colleges to resort to less effective methods to promote to diversity?	Affirmative actions should be based on income	Affirmative actions should not be based on income	should-affirmative-action-be-based-on-income
	Should All Immigrants Get ID Cards?	Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally?	All immigrants should get ID cards	All immigrants should not get ID cards	should-all-immigrants-be-able-to-get-id-cards
x	A Judge and an Unpopular Sentence	Is recall from the bench appropriate for the light sentence in the Stanford rape case?			should-an-unpopular-sentence-in-the-stanford-rape-case-cost-a-judge-his-job
x	Should Atheists Pray?	What's the point of prayer? Is it just for believers, or would praying be a fruitful habit for everyone?			should-atheists-pray
x	To Shun or Cooperate With Chinese Censorships	Should foreign authors accept Chinese government censorship, negotiate changes or decline to have their work published in China?			should-authors-shun-or-cooperate-with-chinese-censors
	Beachfront Access	Should those with beachfront homes have to open their land to the public?	Beachfront homes should have to open their land to the public	Beachfront homes should not have to open their land to the public	should-beach-privatization-be-allowed
	Should 'Birthright Citizenship' Be Abolished?	Several G.O.P. candidates are calling for an end to the constitutional rule that a child born in the U.S. is a U.S. citizen. Is this a good idea?	Keep Birthright Citizenship	Abolish Birthright Citizenship	should-birthright-citizenship-be-abolished
	Green Eggs and Politics	Should children's books deal with issues like politics, race and sexual orientation, or just keep it light?	Keep children's books light	Let children's books deal with issues like politics, race and sexual orientation	should-books-for-childrens-be-political
	Should Brazil Postpone the Olympics?	The country is in the midst of a political and economic crisis, not to mention a Zika outbreak, and the Summer Games are three months away.	Brazil should postpone Olympics	Brazil should not postpone Olympics	should-brazil-postpone-the-olympics
x	Should Britain Change the Way It Elects Its Leaders?	If parliamentary representation was based on a party's national vote totals, would that lead to a more representative government?			should-britain-change-the-way-it-elects-its-leaders
x	Priests as Husbands and Fathers?	How would the Catholic Church change if clerical marriage became more common?			should-catholic-priests-remain-celibate
x	Should Chris Christie Be Impeached?	The prosecution and defense in the Bridgegate trial say he knew the George Washington Bridge lanes were closed in an act of political payback.			should-chris-christie-be-impeached
x	Should Churches Get Tax Breaks?	Should religious organizations be subject to the same rules and taxes as secular ones?			should-churches-get-tax-breaks
x	Should Cities Specialize?	When each city focuses on one industry, does that make the nation more productive, or hurt workers who can't afford to relocate?			should-cities-specialize
	Should College Be for Everyone?	Should as many people as possible be encouraged to attend college, or is the value of higher education exaggerated?	College free for everyone	College not free for everyone	should-college-be-for-everyone
	Should College Be Free?	The cost of higher education is very much on the minds of many voters these days, and it's an issue among politicians from both sides of the aisle.	College should be free	College should not be free	should-college-be-free
	Should Fraternities and Sororities Be Coed?	Making Greek brothers and sisters one big family on campus.	Fraternities and sororities should be co-ed	Fraternities and sororities should not be co-ed	should-college-fraternities-and-sororities-be-coed
x	Should College Grads Get a Break on Their Loans?	The Obama administration has eased the terms on student debt. What impact will the new rules have?			should-college-grads-get-a-break-on-their-loans
	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?	Drop sports program in undergraduate schools	Do not drop sports program in undergraduate schools	should-colleges-get-rid-of-competitive-sports
	When Companies Close Doors to the Future	Should businesses be allowed to have new employees sign noncompete deals, agreeing to not to work for competitors?	Businesses should be allowed to have new employees sign noncompete deals	Businesses should not be allowed to have new employees sign noncompete deals	should-companies-be-allowed-to-make-workers-sign-noncompete-agreements
	Should Companies Tell Us When They Get Hacked?	Although hacking is common, it's rare for companies to talk about it. Would disclosure make consumers safer, or just help hackers?	Disclosure makes consumers safer	Disclosure helps hackers	should-companies-tell-us-when-they-get-hacked
	Deciding an Institution's Future	Should Congress save the Export-Import Bank, or let it expire?	Save Export-Import Bank	Let Export-Import Bank expire	should-congress-save-the-export-import-bank
x	Should Creationism Be Controversial?	Why are some people drawn to origin narratives like in Genesis, and others to the scientific story?			should-creationism-be-controversial
	Should Democracies Have Monarchs?	Thailand's king was once seen as a steadying hand in the nation's rocky politics. But does that kind of intervention help or hinder?	Democracies should have monarchs	Democracies should not have monarchs	should-democracies-have-monarchs
x	Should Depositors Save Cyprus's Banks?	Is penalizing depositors to prop up Cypriot banks just? Or will it undermine confidence in banks elsewhere, causing a meltdown?			should-depositors-save-cypruss-banks
	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?	Doping should be allowed	Doping should not be allowed	should-doping-be-allowed-in-sports
x	Asleep at the Wheel: Bad Luck, or a Crime?	Should drowsy driving be prosecuted like drunken driving, or is nodding off at the wheel simply an accident - like hitting a patch of ice?			should-drowsy-driving-be-illegal
	Should Drug Addicts Be Forced Into Treatment?	Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?	Drug addicts should be forced into treatment	Drug addicts should not be forced into treatment	should-drug-addicts-be-forced-into-treatment
x	Should Drug Enforcement Be Left to the States?	With states changing their approaches to drugs -- legalizing marijuana, focusing on treatment -- should the federal government even have a role in drug prosecution?			should-drug-enforcement-be-left-to-the-states
	Should Europe Shun Refugees After the Paris Attacks?	Concern has increased after it was revealed that one of the Paris terrorists had a Syrian passport that may have been used to enter Greece.	Europe should shun refugees	Europe should not shun refugees	should-europe-shun-refugees-after-the-paris-attacks
x	Should Every Young Athlete Get a Trophy?	Have we become too obsessed with giving out awards to everyone who plays in youth sports?			should-every-young-athlete-get-a-trophy
x	When Things Get Ugly Online	Would attempts by Facebook and other social sites to curb violent comments step on users' artistic expression?			should-facebook-do-more-to-monitor-violent-expressions
	Should Felons Ever Be Allowed to Vote?	Laws disenfranchising felons in several states have had a disproportionate effect on African-Americans.	Felons should be allowed to vote	Felons should not be allowed to vote	should-felons-ever-be-allowed-to-vote
x	Catching, but Not Releasing	Do fish feel pain? Should invasive species be thrown on the grill?			should-fly-fishers-catch-and-always-release
x	Should For-Profit Colleges Benefit From the G.I. Bill?	G.I. Bill money doesn't count against for-profit colleges' cap on federal funding. Veterans groups say many charge a lot but provide little.			should-for-profit-colleges-be-able-to-benefit-from-the-gi-bill
	Should Foreign Language Classes Be Mandatory in College?	A Princeton University proposal would require students to study a language other than English, even if they are already proficient in a foreign language.	Foreign language classes should be mandatory in college	Foreign language classes should not be mandatory in college	should-foreign-language-classes-be-mandatory-in-college
	Should Germany Abandon the Euro?	The repercussions of Greece leaving the euro zone have been widely debated. But what if Germany left instead?	Germany should abandon the Euro	Germany should not abandon the Euro	should-germany-leave-the-euro-zone
x	When Teaching Comes Cheap for Colleges	Are unions the best way for graduate-student instructors and adjuncts to get better compensation and conditions?			should-graduate-students-and-adjuncts-unionize-for-better-pay
	Should Greece Abandon the Euro?	"If Greeks vote ""No"" on a referendum over the tough terms from international creditors, it could lead to an end of their currency union."	Greece should abandon Euro	Greece should not abandon Euro	should-greece-abandon-the-euro
	Should Guns Be Permitted on College Campuses?	Supporters say guns makes campuses safer. Opponents question the effect guns have on public safety and academic freedom.	Guns should be permitted on college campuses	Guns should not be permitted on college campuses	should-guns-be-permitted-on-college-campuses
x	Should Hackers Help the F.B.I.?	Cyber experts have done what Apple refused to do: Unlock an iPhone for the U.S. Justice Department.			should-hackers-help-the-fbi
	Should Happy Hour Be Banned?	Some states ban happy hour deals for promoting excessive drinking and drunken driving. Should more do so?	Happy hour should be banned	Happy hour should not be banned	should-happy-hour-be-banned
	Should High School Last Six Years?	President Obama recently visited a six-year high school, highlighting it as a model for the rest of the U.S. Should it be replicated?	High school should last six years	High school should not last six years	should-high-school-last-six-years
	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?	Home-schoolers should play for high school teams	Home-schoolers should not play for high school teams	should-home-schoolers-play-for-the-high-school-team
x	Why Not Rent the American Dream?	Should housing policy be more balanced, supporting rental housing and homeownership on a more equal footing?			should-housing-policy-support-renters-more
x	Was Donald Trump Right About Immigrant Sanctuary Laws?	Some say these local ordinances protect immigrants, others say they are a threat to public safety.			should-immigrant-sanctuary-laws-be-repealed
	Should Internet Gambling Be Legalized?	The potential boon for cash-strapped states versus the social costs associated with addiction.	Internet gambling should be legalized	Internet gambling should not be legalized	should-internet-gambling-be-legalized
x	The Costs of Rescuing Ireland	Will action by the European Union keep the debt contagion from spreading -- and dispel doubts about the stability of the euro?			should-ireland-accept-a-bank-bailout
	Should It Be Illegal to Declaw Your Cat?	With legislation pending, New York could become the first state to make removing the claws of a cat a crime.	It should be illegal to declaw your cat	It should be legal to declaw your cat	should-it-be-illegal-to-declaw-your-cat
x	Japan's Military Dilemma	Tokyo can only deploy troops for self-defense. Should that change, and at what diplomatic cost?			should-japan-allow-its-military-to-fight-in-foreign-wars
x	Should Kids Go to Sleepaway Camp?	Are children best off at summer camp or finding fun on their own?			should-kids-go-to-sleepaway-camp
	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?	Legislation should protect obese	Legislation should not protect obese	should-legislation-protect-obese-people
x	Should Megabanks Be Broken Apart?	The top U.S. banks are bigger than ever. Do they pose a threat to the economy?			should-megabanks-be-broken-apart
x	A Year Abroad vs. a Year Wasted	How important is it for American students to spend time learning overseas?			should-more-americans-study-abroad
	Should Mother Teresa Be Canonized?	Given questions about the type of care the Catholic nun provided to the poor, is Pope Francis right to make her a saint?	Mother Teresa should be canonized	Mother Teresa should not be canonized	should-mother-teresa-be-canonized
	Recognizing a Palestinian State	Should nations recognize a Palestinian state?	Nations should recognize a Palestinian state	Nations should not recognize a Palestinian state	should-nations-recognize-a-palestinian-state
	NATO Challenge on the Edge of Its Mandate	Should NATO be defending a nonmember nation like Ukraine? Are European leaders in a position to help Ukraine?	NATO should defend nonmembers	NATO should not defend nonmembers	should-nato-be-helping-ukraine-face-russia
x	Should New York Build Sea Gates?	How can we better protect New York City from flooding?			should-new-york-build-sea-gates
x	Time to End Military Tribunals?	Should President Obama stop using military commissions to prosecute combatants captured in the war on terror, and transfer the Guantánamo cases to the federal courts?			should-obama-close-guantanamo-and-end-military-tribunals
	Should Opioid Training for Doctors Be Mandatory?	The American Medical Association says no, but could it help stem the rise of overdose deaths involving prescription drugs?	Opioid training should be mandatory	Opioid training should not be mandatory	should-opioid-training-for-doctors-be-mandatory
	Should Overcrowded National Parks Have Restricted Access?	Tourism is degrading popular natural sites with increased crowds, pollution and conflicts between humans and wildlife.	Overcrowded national parks should have restricted access	Overcrowded national parks should not have restricted access	should-overcrowded-national-parks-have-restricted-access
	Should Parents Control What Kids Learn at School?	"In New Hampshire, parents can tailor each child's curriculum to avoid ""objectionable"" content. Does that turn education into a private right instead of a public good?"	Parents should control what kids learn at school	Parents should not control what kids learn at school	should-parents-control-what-kids-learn-at-school
	Whose Work Is Homework?	Should parents help their children with homework? Or do they end up doing more harm than good?	Parents should help their children with homework	Parents should not help their children with homework	should-parents-help-their-children-with-homework
x	Should Parents Opt Out of Testing?	When Mom and Dad, not teachers and principals, tell their children to put down their pencils.			should-parents-opt-out-of-school-testing
x	Should Rose, Bonds and Clemens Be in the Hall of Fame?	Their illicit gambling and suspected steroid use have weighed more on voters' minds than these players' tremendous accomplishments.			should-pete-rose-barry-bonds-and-roger-clemens-be-in-the-baseball-hall-of-fame
	One Man, One Woman. Or More.	Should courts recognize a right to plural marriage among consenting adults?	Courts should recognize a right to plural marriage among consenting adults	Courts should not recognize a right to plural marriage among consenting adults	should-plural-marriage-be-legal
	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?	Police officers should be required to wear cameras	Police officers should not be required to wear cameras	should-police-wear-cameras
x	Should Politicians' Spouses Shape Policy?	Bill de Blasio and his wife, Chirlane McCray, have always worked as a team. But are there pitfalls for voters and officials when a spouse is a formal adviser?			should-politicians-spouses-shape-policy
x	Nail Salons and the Cost of Services	Should Americans, despite their stagnant wages, pay the true cost of their goods and services, or should they benefit from free markets' cost reductions?			should-prices-at-nail-salons-and-elsewhere-reflect-their-true-cost
x	Organ Donors Behind Bars	With nearly 118,000 people in the U.S. waiting for hearts, kidneys, livers and other life-saving transplants, why not let inmates become donors?			should-prisoners-be-allowed-to-donate-their-organs
	Tax Break for Sports	Should pro sports leagues enjoy nonprofit status?	Sport leagues should enjoy nonprofit status	Sport leagues should not enjoy nonprofit status	should-pro-sport-leagues-get-tax-breaks
	Should Queen Elizabeth II Step Down?	As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy?	Queen Elizabeth II should step down	Queen Elizabeth II should not step down	should-queen-elizabeth-ii-step-down
	Should Restaurant Reservations Be for Sale?	Do new apps usefully provide a way for people to get into popular restaurants, or are they just another way to sell what was once free?	The new apps is a way for people to get into popular restaurants	The new apps is a way to sell what was once free	should-restaurant-reservations-be-for-sale
	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.	Salt should have a place at the table	Salt should not have a place at the table	should-salt-have-a-place-at-the-table
	Is Cursive Dead?	New public school curriculum standards in the U.S. do not require the teaching of cursive. But should students be taught it anyway?	Students should be taught cursive	Students should not be taught cursive	should-schools-require-children-to-learn-cursive
x	Should Tweets Cost You Your Job?	Managers and employees have to figure out how workers should represent themselves and their employers online.			should-social-media-activity-cost-you-your-job
x	In Banking, Should There Be a 'Public Option'?	Would government-owned banks distort the free market, or complement private lending?			should-states-operate-public-banks
x	Should Students Lead Parent-Teacher Conferences?	These formal meetings are increasingly being led by the student. Is that an improvement?			should-students-lead-parent-teacher-conferences
	Should Students Live on Campus or Off?	"Is living in a dormitory worth the expense? Does living elsewhere mean missing out on the ""college experience""?"	Students should live on campus	Students should live off campus	should-students-live-on-campus-or-off
x	Should the Adoption Tax Credit Be Renewed?	Should the adoption tax credit be renewed so that even families that don't earn enough to have an income tax bill can claim it?			should-the-adoption-tax-credit-be-renewed
	Raise the Rim?	Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised?	Rim should be raised	Rim should not be raised	should-the-basketball-rim-be-raised
x	Should the E.U. Stick Together?	Should the European Union continue as a monetary union, a political bloc, or neither?			should-the-eu-stick-together
